2023-04-09 00:47:19,491 | DEBUG | route: auth/login
2023-04-10 21:04:24,183 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:04:49,056 | DEBUG | route: posts
2023-04-10 21:04:49,056 | DEBUG | route: posts
2023-04-10 21:04:49,057 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:04:49,057 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:05:02,777 | DEBUG | route: posts
2023-04-10 21:05:02,777 | DEBUG | route: posts
2023-04-10 21:05:02,778 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts?limit=2&skip=0&search=
2023-04-10 21:05:02,778 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts?limit=2&skip=0&search=
2023-04-10 21:07:10,817 | DEBUG | route: posts
2023-04-10 21:07:10,817 | DEBUG | route: posts
2023-04-10 21:07:10,818 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts?limit=2&skip=0&search=
2023-04-10 21:07:10,818 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts?limit=2&skip=0&search=
2023-04-10 21:07:38,695 | DEBUG | route: posts/37
2023-04-10 21:07:38,695 | DEBUG | route: posts/37
2023-04-10 21:07:38,696 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts/37
2023-04-10 21:07:38,696 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts/37
2023-04-10 21:09:27,111 | DEBUG | route: posts
2023-04-10 21:09:27,111 | DEBUG | route: posts
2023-04-10 21:09:27,111 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:09:27,111 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:10:54,450 | DEBUG | route: posts
2023-04-10 21:10:54,450 | DEBUG | route: posts
2023-04-10 21:10:54,450 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:10:54,450 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:11:36,001 | DEBUG | route: posts
2023-04-10 21:11:36,001 | DEBUG | route: posts
2023-04-10 21:11:36,001 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:11:36,001 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 21:11:43,482 | DEBUG | route: posts
2023-04-10 21:11:43,482 | DEBUG | route: posts
2023-04-10 21:11:43,482 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts?limit=2&skip=0&search=
2023-04-10 21:11:43,482 | DEBUG | Dispatching request to posts microservice: GET http://127.0.0.1:8002/posts?limit=2&skip=0&search=
2023-04-10 22:21:17,269 | DEBUG | route: auth/reverify
2023-04-10 22:21:17,269 | DEBUG | route: auth/reverify
2023-04-10 22:21:17,270 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:21:17,270 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:21:35,699 | DEBUG | route: auth/verification/
2023-04-10 22:21:35,699 | DEBUG | route: auth/verification/
2023-04-10 22:21:35,699 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTI3N30.qFfvIriSlNNmsuCSXvLW1QDLc-Up5gMk0eWQxUq2ZI8
2023-04-10 22:21:35,699 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTI3N30.qFfvIriSlNNmsuCSXvLW1QDLc-Up5gMk0eWQxUq2ZI8
2023-04-10 22:21:40,989 | DEBUG | route: favicon.ico
2023-04-10 22:21:40,989 | DEBUG | route: favicon.ico
2023-04-10 22:23:16,279 | DEBUG | route: auth/reverify
2023-04-10 22:23:16,279 | DEBUG | route: auth/reverify
2023-04-10 22:23:16,280 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:23:16,280 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:23:35,919 | DEBUG | route: auth/verification/
2023-04-10 22:23:35,919 | DEBUG | route: auth/verification/
2023-04-10 22:23:35,919 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTM5Nn0.7Jm4BMfeeqyNZgOUesqA-f6tPp4vV5w2PpAPw6tnHqQ
2023-04-10 22:23:35,919 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTM5Nn0.7Jm4BMfeeqyNZgOUesqA-f6tPp4vV5w2PpAPw6tnHqQ
2023-04-10 22:24:57,704 | DEBUG | route: auth/reverify
2023-04-10 22:24:57,704 | DEBUG | route: auth/reverify
2023-04-10 22:24:57,705 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:24:57,705 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:25:13,618 | DEBUG | route: auth/verification/
2023-04-10 22:25:13,618 | DEBUG | route: auth/verification/
2023-04-10 22:25:13,619 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTQ5N30.x7xisi0fxCo5U3rFQIKsyJuflxGEpmU3FWgsn6c1j-Q
2023-04-10 22:25:13,619 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTQ5N30.x7xisi0fxCo5U3rFQIKsyJuflxGEpmU3FWgsn6c1j-Q
2023-04-10 22:25:47,665 | DEBUG | route: auth/reverify
2023-04-10 22:25:47,665 | DEBUG | route: auth/reverify
2023-04-10 22:25:47,666 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:25:47,666 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:26:01,782 | DEBUG | route: auth/verification/
2023-04-10 22:26:01,782 | DEBUG | route: auth/verification/
2023-04-10 22:26:01,782 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTU0N30.8Bs1bPC1-c9lipHPcLfnPjYC7eoaKh2_8iitlt1fBvw
2023-04-10 22:26:01,782 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTU0N30.8Bs1bPC1-c9lipHPcLfnPjYC7eoaKh2_8iitlt1fBvw
2023-04-10 22:26:27,868 | DEBUG | route: auth/reverify
2023-04-10 22:26:27,868 | DEBUG | route: auth/reverify
2023-04-10 22:26:27,868 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:26:27,868 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:26:43,878 | DEBUG | route: auth/verification/
2023-04-10 22:26:43,878 | DEBUG | route: auth/verification/
2023-04-10 22:26:43,878 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTU4N30.OQs5sctROdYTv7GZDSM_2CMV136q8ARJYC7dkAEkG-w
2023-04-10 22:26:43,878 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTU4N30.OQs5sctROdYTv7GZDSM_2CMV136q8ARJYC7dkAEkG-w
2023-04-10 22:28:01,405 | DEBUG | route: auth/reverify
2023-04-10 22:28:01,405 | DEBUG | route: auth/reverify
2023-04-10 22:28:01,406 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:28:01,406 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/reverify
2023-04-10 22:28:19,626 | DEBUG | route: auth/verification/
2023-04-10 22:28:19,626 | DEBUG | route: auth/verification/
2023-04-10 22:28:19,626 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTY4MX0.ardB065pptFsS1eOm0EtjO0UoUVpTJRYieYAVWL1yeU
2023-04-10 22:28:19,626 | DEBUG | Dispatching request to auth microservice: GET http://127.0.0.1:8001/auth/verification/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoyNywidXNlcl9uYW1lIjoicmV6YXllayIsImV4cCI6MTY4MTE2NTY4MX0.ardB065pptFsS1eOm0EtjO0UoUVpTJRYieYAVWL1yeU
2023-04-10 22:31:56,970 | DEBUG | route: auth/login
2023-04-10 22:31:56,970 | DEBUG | route: auth/login
2023-04-10 22:31:56,971 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/login
2023-04-10 22:31:56,971 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/login
2023-04-10 22:32:05,154 | DEBUG | route: posts
2023-04-10 22:32:05,154 | DEBUG | route: posts
2023-04-10 22:32:05,154 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 22:32:05,154 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 22:34:24,833 | DEBUG | route: posts
2023-04-10 22:34:24,833 | DEBUG | route: posts
2023-04-10 22:34:24,834 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 22:34:24,834 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-10 23:27:47,662 | DEBUG | route: comments/42
2023-04-10 23:27:47,662 | DEBUG | route: comments/42
2023-04-10 23:27:47,663 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:27:47,663 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:27:49,804 | DEBUG | Failled to add comment to comments collection in firebase for post 42 error : 'CollectionReference' object has no attribute 'doc'
2023-04-10 23:28:40,612 | DEBUG | route: comments/42
2023-04-10 23:28:40,612 | DEBUG | route: comments/42
2023-04-10 23:28:40,613 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:28:40,613 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:29:24,228 | DEBUG | route: comments/42
2023-04-10 23:29:24,228 | DEBUG | route: comments/42
2023-04-10 23:29:24,229 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:29:24,229 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:29:51,314 | DEBUG | route: comments/42
2023-04-10 23:29:51,314 | DEBUG | route: comments/42
2023-04-10 23:29:51,314 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:29:51,314 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:42:45,559 | DEBUG | route: comments/42
2023-04-10 23:42:45,559 | DEBUG | route: comments/42
2023-04-10 23:42:45,560 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:42:45,560 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:43:21,774 | DEBUG | route: comments/42
2023-04-10 23:43:21,774 | DEBUG | route: comments/42
2023-04-10 23:43:21,775 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-10 23:43:21,775 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/42
2023-04-11 22:07:14,336 | DEBUG | route: auth/refresh_token
2023-04-11 22:07:14,336 | DEBUG | route: auth/refresh_token
2023-04-11 22:07:14,337 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/refresh_token
2023-04-11 22:07:14,337 | DEBUG | Dispatching request to auth microservice: POST http://127.0.0.1:8001/auth/refresh_token
2023-04-11 22:07:27,193 | DEBUG | route: posts
2023-04-11 22:07:27,193 | DEBUG | route: posts
2023-04-11 22:07:27,194 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-11 22:07:27,194 | DEBUG | Dispatching request to posts microservice: POST http://127.0.0.1:8002/posts
2023-04-11 22:07:50,068 | DEBUG | route: comments/43
2023-04-11 22:07:50,068 | DEBUG | route: comments/43
2023-04-11 22:07:50,069 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/43
2023-04-11 22:07:50,069 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/43
2023-04-11 22:08:52,892 | DEBUG | route: comments/react
2023-04-11 22:08:52,892 | DEBUG | route: comments/react
2023-04-11 22:08:52,893 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:08:52,893 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:09:04,014 | DEBUG | route: comments/react
2023-04-11 22:09:04,014 | DEBUG | route: comments/react
2023-04-11 22:09:04,015 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:09:04,015 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:14:01,396 | DEBUG | route: comments/react
2023-04-11 22:14:01,396 | DEBUG | route: comments/react
2023-04-11 22:14:01,397 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:14:01,397 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:15:35,938 | DEBUG | route: comments/react
2023-04-11 22:15:35,938 | DEBUG | route: comments/react
2023-04-11 22:15:35,940 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:15:35,940 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:22:28,961 | DEBUG | route: comments/react
2023-04-11 22:22:28,961 | DEBUG | route: comments/react
2023-04-11 22:22:28,963 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:22:28,963 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:23:19,720 | DEBUG | route: comments/react
2023-04-11 22:23:19,720 | DEBUG | route: comments/react
2023-04-11 22:23:19,721 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:23:19,721 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:24:49,617 | DEBUG | route: comments/react
2023-04-11 22:24:49,617 | DEBUG | route: comments/react
2023-04-11 22:24:49,618 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:24:49,618 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:25:16,333 | DEBUG | route: comments/43
2023-04-11 22:25:16,333 | DEBUG | route: comments/43
2023-04-11 22:25:16,334 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/43
2023-04-11 22:25:16,334 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/43
2023-04-11 22:25:47,089 | DEBUG | route: comments/react
2023-04-11 22:25:47,089 | DEBUG | route: comments/react
2023-04-11 22:25:47,090 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:25:47,090 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:29:28,341 | DEBUG | route: comments/react
2023-04-11 22:29:28,341 | DEBUG | route: comments/react
2023-04-11 22:29:28,343 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:29:28,343 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:29:48,107 | DEBUG | route: comments/react
2023-04-11 22:29:48,107 | DEBUG | route: comments/react
2023-04-11 22:29:48,108 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:29:48,108 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:31:12,948 | DEBUG | route: comments/react
2023-04-11 22:31:12,948 | DEBUG | route: comments/react
2023-04-11 22:31:12,950 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:31:12,950 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:31:21,526 | DEBUG | route: comments/react
2023-04-11 22:31:21,526 | DEBUG | route: comments/react
2023-04-11 22:31:21,527 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:31:21,527 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:31:28,028 | DEBUG | route: comments/react
2023-04-11 22:31:28,028 | DEBUG | route: comments/react
2023-04-11 22:31:28,031 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:31:28,031 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:32:09,549 | DEBUG | route: comments/react
2023-04-11 22:32:09,549 | DEBUG | route: comments/react
2023-04-11 22:32:09,550 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:32:09,550 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:32:18,497 | DEBUG | route: comments/react
2023-04-11 22:32:18,497 | DEBUG | route: comments/react
2023-04-11 22:32:18,498 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:32:18,498 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:39:13,201 | DEBUG | route: comments/react
2023-04-11 22:39:13,201 | DEBUG | route: comments/react
2023-04-11 22:39:13,202 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:39:13,202 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:41:56,936 | DEBUG | route: comments/react
2023-04-11 22:41:56,936 | DEBUG | route: comments/react
2023-04-11 22:41:56,937 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:41:56,937 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:42:28,915 | DEBUG | route: comments/react
2023-04-11 22:42:28,915 | DEBUG | route: comments/react
2023-04-11 22:42:28,915 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 22:42:28,915 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:00,710 | DEBUG | route: comments/react
2023-04-11 23:00:00,710 | DEBUG | route: comments/react
2023-04-11 23:00:00,712 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:00,712 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:10,645 | DEBUG | route: comments/react
2023-04-11 23:00:10,645 | DEBUG | route: comments/react
2023-04-11 23:00:10,646 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:10,646 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:17,379 | DEBUG | route: comments/react
2023-04-11 23:00:17,379 | DEBUG | route: comments/react
2023-04-11 23:00:17,379 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:17,379 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:32,418 | DEBUG | route: comments/react
2023-04-11 23:00:32,418 | DEBUG | route: comments/react
2023-04-11 23:00:32,419 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:00:32,419 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:04:33,170 | DEBUG | route: comments/react
2023-04-11 23:04:33,170 | DEBUG | route: comments/react
2023-04-11 23:04:33,171 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:04:33,171 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:04:55,441 | DEBUG | route: comments/react
2023-04-11 23:04:55,441 | DEBUG | route: comments/react
2023-04-11 23:04:55,441 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:04:55,441 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:09,610 | DEBUG | route: comments/react
2023-04-11 23:05:09,610 | DEBUG | route: comments/react
2023-04-11 23:05:09,611 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:09,611 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:30,365 | DEBUG | route: comments/react
2023-04-11 23:05:30,365 | DEBUG | route: comments/react
2023-04-11 23:05:30,366 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:30,366 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:37,439 | DEBUG | route: comments/react
2023-04-11 23:05:37,439 | DEBUG | route: comments/react
2023-04-11 23:05:37,440 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:37,440 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:42,989 | DEBUG | route: comments/react
2023-04-11 23:05:42,989 | DEBUG | route: comments/react
2023-04-11 23:05:42,989 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:42,989 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:48,951 | DEBUG | route: comments/react
2023-04-11 23:05:48,951 | DEBUG | route: comments/react
2023-04-11 23:05:48,952 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:48,952 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:58,228 | DEBUG | route: comments/react
2023-04-11 23:05:58,228 | DEBUG | route: comments/react
2023-04-11 23:05:58,229 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:05:58,229 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:06,768 | DEBUG | route: comments/react
2023-04-11 23:06:06,768 | DEBUG | route: comments/react
2023-04-11 23:06:06,769 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:06,769 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:17,485 | DEBUG | route: comments/react
2023-04-11 23:06:17,485 | DEBUG | route: comments/react
2023-04-11 23:06:17,487 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:17,487 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:26,245 | DEBUG | route: comments/react
2023-04-11 23:06:26,245 | DEBUG | route: comments/react
2023-04-11 23:06:26,246 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:26,246 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:33,588 | DEBUG | route: comments/react
2023-04-11 23:06:33,588 | DEBUG | route: comments/react
2023-04-11 23:06:33,589 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:06:33,589 | DEBUG | Dispatching request to comments microservice: POST http://127.0.0.1:8003/comments/react
2023-04-11 23:13:06,090 | DEBUG | route: comments
2023-04-11 23:13:06,090 | DEBUG | route: comments
2023-04-11 23:13:06,091 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:13:06,091 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:13:06,138 | DEBUG | route: comments/
2023-04-11 23:13:06,138 | DEBUG | route: comments/
2023-04-11 23:13:06,139 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:13:06,139 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments/?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:14:14,631 | DEBUG | route: comments
2023-04-11 23:14:14,631 | DEBUG | route: comments
2023-04-11 23:14:14,633 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:14:14,633 | DEBUG | Dispatching request to comments microservice: GET http://127.0.0.1:8003/comments?id=43&reply_to=-1&limit=5&skip=0
2023-04-11 23:14:16,980 | DEBUG | route: comments/
